Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Area Population,size,Price
4854.0266135487145,4.59239877596958,3,4262.123656480789,193.67682790843546,1707708.164791884
4247.476077499046,0.5195657755426841,4,4435.9233948322435,124.28212788934073,1223504.9757217197
6341.568665265988,7.862781993840331,9,9863.575036437607,96.26202482729049,2020765.2840417065
3127.393799798101,2.013637821359744,9,7142.219307839423,142.20795519596783,1882644.7944286368
8417.575846032318,2.5862083488803878,6,7741.409262347996,93.51310752190648,2152918.0083350753
2596.4051494381665,1.647063534322959,5,9812.941098520074,192.07849022151407,2123186.2984141456
9895.09549280414,3.302150648714975,4,5017.61425966111,102.02955528261752,2034960.0903094234
8177.958154373259,7.56751505688635,8,8414.721347622446,110.33190319413968,2300768.156103707
3589.7254522733792,5.193858595039373,9,5476.247706435963,128.79638322619644,1505390.2945782957
2044.1769369888193,2.048812741507126,5,8956.269374519838,125.97973622709509,1250194.6076843822
8523.691427638674,8.778300781520409,3,3445.2603304904255,175.35954708774668,1984466.1639304478
7654.858750780937,8.795818549515293,7,9581.489416514236,134.7580184661155,2426413.7034306247
7832.057344327898,8.70578425046007,7,3750.1736672870375,100.49219120040043,1510474.3746707584
8170.162773487566,2.3879621138153926,9,4609.764055847452,112.0651874583289,2315008.385477543
2592.357213872723,4.512393441809881,5,8049.537872854244,141.09360622250264,1292894.1641351227
4867.725828354181,9.849896561408752,9,5150.0411325232535,97.6944700911362,1189127.4748818153
2926.952476201038,7.7201247630999035,7,6865.691014131573,153.3986810775217,1435649.3154019783
8904.827407004748,0.2716742122555982,4,5556.588008555428,147.8896767861375,2514888.8987079356
6986.385014620463,0.6520459126049205,5,7938.959496718255,165.76427796587092,2615979.9902913272
4647.184198821194,4.639313768123328,6,3826.650018948887,192.5245538455241,1861067.9575895718
2508.4668022881892,9.092202058615602,4,2467.663897895016,189.47054733213866,878929.2134829643
4487.858573725298,5.387017979527142,4,4399.43517978453,193.52907416825974,1694066.335164484
4601.466576213976,4.9781250803429025,4,5794.469318947442,109.36587164284411,1029818.8854779284
7836.849426704513,1.0547369995663058,6,3344.1604175414286,95.78783679672256,1708761.0901521617
7100.459770841705,6.5678010472429404,3,4838.378317251109,116.27320405957383,1331987.3224442243
9097.701940610612,8.221031606002255,8,5199.864146348548,187.41022073195774,2890208.249629967
5777.719401295594,3.8042000750756233,9,2459.134749506188,196.6464169548186,2361829.518780425
2956.7539675064136,7.756118509253275,7,6666.457985473637,183.11899412845713,1690647.9130882751
7705.95829778396,9.644766539008117,9,9074.747423770299,93.20212653530524,2115271.8285142174
8086.28038893518,2.037664591276891,5,3213.943303624419,193.6913597671752,2563765.4004379734
6490.21758055597,5.233296311947413,3,6782.464107212112,130.8029632820943,1614930.6634594789
8167.737439636488,2.8713795808457556,5,7317.91363928677,81.11723489148244,1826091.757503163
5950.364770915126,7.9285441903383935,9,5354.677443354307,133.08724888978324,1865070.8806065102
6181.8626350559525,5.775933658811575,7,7608.78069891416,85.52830036105611,1570580.6599005167
5420.328146868397,6.345824175503037,6,5285.852347928096,145.26535053933412,1602343.3126960308
2203.3530139527616,7.979141596158941,9,6037.098303819479,120.62648329244615,1067012.714496429
2863.1314159464355,3.959704726624549,4,2058.8243564354157,136.81219203128586,670190.9233281161
2251.433485493874,9.150900684070432,9,7533.760913077511,153.58044328917404,1466169.3890343197
7091.283290110243,5.3302886724614,4,7290.741431557795,184.25613149813842,2408793.208865119
4514.847848610613,1.57954822835348,6,2307.2070186107567,159.42818917663143,1542240.9511151644
6068.565529317622,6.958991181688025,9,4946.000859161065,132.0858642173817,1869882.2145771976
9260.531791408745,7.9326135043825445,3,9832.25472633334,178.3313424404438,2825373.4832095923
3994.337833191,3.1676167706752665,3,5365.892500548935,188.66985650877587,1634576.6639517057
5283.063384285038,8.57179256998753,5,6015.563241054733,94.37119597186367,956522.4180611898
8044.409108344389,9.061432547657663,6,9279.441265277748,143.83195730633497,2445161.851879742
3830.3853239329796,2.769044873778089,3,7738.095006926052,114.1414351690933,1128925.3739710096
2615.839278630344,9.83521472715222,9,6656.561048993789,85.64734374523368,772188.0858917171
4318.011623310144,1.4071152804875842,6,8382.43745072858,160.22560341367824,2139076.4127811417
3289.7702980320355,2.0201566840249,7,8914.930131647787,183.5324932951071,2256625.1558021875
9437.581218740585,1.8422483923802613,4,5655.104573898135,99.54831853728729,2065927.4048200343
8464.963036515335,8.939897100078705,9,5800.866919454684,177.48963891486807,2799215.8238603882
7067.230052083388,6.542925523249618,4,5088.407485214686,182.407488024433,2112383.357176249
8971.68472150174,1.5210428322227287,4,9733.649120147686,189.72085311997802,3292532.6023013406
8429.376615192916,4.40323418368349,6,7577.330034322803,111.83421069032629,2248908.2264734535
3492.5604710882867,6.15298025069802,6,2665.7845296645783,188.47436782278672,1452799.0902067008
9140.471987919822,0.8346408498938329,5,8903.676986504148,118.47953056837187,2679199.1521366267
6314.737935325205,8.824163684073387,4,5844.479526690145,146.28056161466034,1575115.0103686647
8459.521241312501,8.036035354415352,5,2550.0312513799,86.06089649987385,1185080.059346666
9168.730399387947,5.052067735766382,4,6397.738041306488,85.26573060424923,1766469.1213976434
4544.027799774911,9.671266152591704,5,5337.314231805616,166.44478552786435,1467567.2558136317
2880.415396221414,4.177609792750997,5,9021.995238901,133.33759735733491,1413645.4529759078
3823.4813003355334,9.841103190364977,7,3631.956828875099,110.7550850443061,778926.9433916011
5416.86230901005,6.67919998803627,5,8611.716875937464,102.84961952298923,1460011.8564568232
8544.118127379945,6.346712732539414,6,6461.509529483622,160.39441890310616,2545210.1619017776
8885.844666050747,1.65954895295785,5,2436.882425707752,80.04818528304078,1542882.6870101565
2055.6170442495254,8.81927758304644,4,9774.762410603878,176.7069403036225,1414156.4731960432
6085.978420620526,4.2748968792061515,5,6100.921952825599,89.50995273559145,1282575.4935645745
5339.288025190232,1.6223340578247936,3,4327.01483385266,102.97875378897433,1049500.6322088395
3776.8624837658417,0.1260751997575904,8,5755.254735914064,126.34836743589075,1706238.0030037356
2958.9229386694624,5.597556836383825,4,8862.862268139912,138.18304876593243,1271028.8604656989
4700.921371229024,5.2739962212267635,3,4439.224995080508,122.59941389767302,952580.3966551744
9543.277631300152,7.193536223691586,4,3541.411171893603,118.48545979811527,1800748.2959343619
4585.623456166042,8.902580530178021,6,3032.5699754470515,195.66992144878262,1618306.6701671514
6150.324973946928,0.7940658464302952,8,4382.87518712169,156.98956174920733,2291775.2957069576
7624.151671161423,7.314964903403624,8,8240.384696320347,82.81195464408658,1895971.4327778467
4909.036819034352,1.8741194409758222,6,5773.010921562094,131.62110901331758,1669281.089947123
9774.256661767686,8.581770531571639,8,3819.8528295483197,185.00104396927642,2838444.4491677554
9699.57835953689,8.19063513861656,6,3329.4799968779935,116.17474236928015,1911572.6114364807
4014.258366602913,5.407937549855443,3,4661.835812083033,91.3467613729266,533397.8259773473
5977.988047139083,7.102427986233115,7,9519.39498308567,171.00617259079013,2488745.278896275
4407.026478534157,3.1435011318374837,4,4744.2137007201945,152.72165983232975,1427765.0957961841
4278.723955019741,4.7116789893281465,6,9904.992607637083,148.43750093918047,1987492.08038799
2295.0955788362626,8.216368977104716,4,5881.843646122849,86.42918715288896,218359.89210874494
6876.514671839175,4.592651971732139,3,3433.311346321207,96.85988117546208,1077267.7166170236
6021.432185830892,3.577982653254418,7,9129.120734348075,154.70592754557367,2498319.703126086
2411.8300099999146,4.942124472502999,3,5682.842985078615,104.9388609750603,457524.7049298384
4229.171713892892,8.282492524372184,8,7677.370748036195,140.48840956981093,1700864.9940090845
9266.12708773323,3.3520804737087273,4,9869.692665673214,145.38580232352723,2808570.563100934
3916.4951253357794,1.737615931357438,9,2401.402802559792,114.02086283251273,1305920.070297224
3159.1589767297846,7.120140203307807,7,2773.556478300537,193.81101866497914,1479895.5243941238
5915.622082220504,8.259782127080818,8,7763.65393170205,181.09569282026902,2467412.326668448
9885.203632884804,1.0063747852353333,7,4254.600026363776,166.6848209159358,3034923.68270028
3936.4421720920036,2.3987411275594472,8,3474.4111756007924,89.35926396912909,1000055.9278382184
7377.084379247029,1.419719897609939,3,2314.895038557836,92.73560231708234,1178846.595905255
8092.956922629741,3.4794141158216663,6,2174.7736958896144,139.1337615037947,1964898.861411856
3901.100351939197,4.503509789054126,4,8195.884824958328,99.28560190291827,1093408.5399908754
7825.730788894876,7.4882633696330645,5,3075.4674189564003,197.39185562353688,2265158.0904319296
4942.265061754026,6.511475848816741,5,5741.764927769207,99.02242808328913,1007992.0332605843
7058.446644748636,6.2092856747843115,3,6847.174521435864,138.4961402556769,1763321.5535791987
7068.237686087157,3.523749466096544,4,5426.814404550771,123.69452682098066,1720219.5757155027
6286.197472598068,8.4144755308476,4,2216.8532186898647,156.72637057449174,1326337.9364974136
2722.3181604352667,4.712871673981645,3,8268.01202070327,95.48436906673099,684563.3726814897
8682.419964713903,9.791049380151545,4,2084.1057963332278,131.6379713650869,1443083.8553347364
4566.240519773886,6.3414213829573685,6,8095.119155019872,112.96460393685723,1442392.2346194051
3492.148083198834,1.2626474156450274,3,9146.435950304982,186.53018296060256,2044827.8376802718
2326.2011324381115,6.7617756207543405,6,5462.719368457378,84.87028545616342,429090.0054291226
6727.1435455059345,3.25104015431699,4,6284.339784782386,189.64729928077512,2416920.7054571304
7420.5148947382595,6.8632719668609745,3,5815.86714094123,179.95929662636004,2130705.740554653
2132.702631422849,0.6964114816240574,4,5113.66894898751,115.70848597289785,766127.4068793328
6096.744466394248,1.7488143717595939,3,9099.396282962882,174.71487856125256,2402971.578102705
3811.966201583504,8.557372589057863,4,9151.468085359924,83.74562724064971,793058.2970240819
7161.3823232755985,2.271795570235149,6,4686.530917132276,196.02386603520722,2642888.280663863
3394.9314320399317,8.3704112524294,9,6920.558032117584,143.19139311077473,1572495.6244558906
7527.501904819727,2.792760884544104,6,9415.260497166913,116.39372312785343,2367591.012902756
5093.8827704043,6.428819100587076,4,9696.467991530812,123.50998551136125,1606794.1957649598
9493.839909893875,6.9415057350983105,3,6071.6723233763805,87.96864241525968,1633805.1072972496
3100.1675531679457,5.126547531450529,5,5622.598442274614,198.7219416850447,1717900.4753859425
4728.530808402068,3.053106766967313,6,4229.554527428207,84.7150334180831,969743.8622612059
2907.7881699247127,2.126443763710961,6,9670.97498552328,158.58885477774308,1940719.1835982064
9397.548946228502,0.3318935456242622,8,3142.5144357829386,133.12831132477498,2627691.593323116
9018.714827047848,3.039464012407238,5,6638.6366083818,193.8699461826458,3055502.9987310274
4063.533021721245,6.53162790531283,4,4260.402140149111,109.51996883681542,687748.4629844581
7279.872368273433,9.383048184484826,9,4232.066322782373,143.85041887256136,2043356.3239820078
8537.777601609727,8.71204482263052,3,5239.748699009508,137.88274502993036,1775416.5379017731
6441.606492795699,7.660647765353026,8,9990.343486525237,164.34397328601216,2620226.4604614777
6237.204626848052,7.884473432532987,4,2439.7304547185768,88.16122783429046,699632.5453592604
3934.8183272036135,6.649849034759953,7,6628.334545628251,103.25469560280258,1151987.292981233
2744.8221424471935,2.60286857566003,9,2660.5772642822176,105.74777841114198,948076.8027647827
9177.726063626615,9.071950307058298,6,3236.1666399241517,168.57809058100275,2311828.164112744
9203.344457306644,6.707323119058341,7,5516.50353418319,102.69664355920881,2074467.3820666838
7064.811658186143,5.6044063098044,6,6083.681050771531,148.81901166691722,2137910.8668565946
4712.238328389605,1.1098946921348107,6,4070.339266916192,105.82925846011445,1250631.4805174149
4793.676596901287,4.470555438064254,7,4531.657046995329,183.39499401007743,2019561.8892721124
7807.645430961915,4.6035827120192625,9,2695.7361620474644,193.06225453875663,2719963.226366667
9176.882079620616,8.645636095226699,7,4425.758270754004,142.21915699306885,2292846.0563741755
9096.691394120939,5.466482201877884,4,9732.467515044353,122.2770661051014,2436399.0806846097
8239.00436686099,3.8040054897040965,8,9557.659053379854,108.0869330020999,2604727.797949414
7136.253169234302,9.768003285106593,8,4679.02632109588,85.97372018276525,1338365.1927166926
2673.1197199603907,1.1072059332631567,7,6566.831490230093,112.22000914369944,1275846.7157342704
3293.02971275691,4.225484283119446,4,9276.763128887555,158.50829359343817,1675874.1445579026
9188.433508216633,0.4202467517140529,8,2049.4705811271733,144.0340317571053,2563423.251395854
6851.4324772767195,7.3990412076693035,4,8485.468562700735,193.2849533937113,2478326.6882869964
2073.5764129330373,9.180765521991507,4,9586.956422311352,127.55327149900407,895905.3637924115
2811.772342928257,2.8003732955048943,6,2730.6058746684566,163.26360107940735,1262364.2619845304
7308.014152864446,8.583416767991208,8,3291.5814882633686,138.71872969701457,1822328.8874862595
2040.4926707697496,2.9221823046189774,8,9685.970422170843,141.5091459109054,1757408.3310627514
3286.464411339989,9.107701616439153,6,6300.32114912277,112.13291775249411,839594.8343509496
6389.870314932689,7.5396190359678394,7,2113.5730757737897,134.59409322103997,1457992.5750314286
7535.161581541546,8.049067768414385,6,4061.0559901082333,136.49419964152486,1771908.321527482
7215.690076020805,0.180065556004545,8,5599.549394150878,164.79710260987207,2735635.929050776
3794.1544756844783,9.62810357074026,8,7543.2712881981415,192.87679990233366,2060363.8675072426
7697.433770780287,7.266709920703232,9,7865.283025094396,119.51855329790051,2340852.526430174
3897.9926999744002,3.047510953861333,7,9963.37210340365,85.0640562297558,1489638.4714816557
4603.197585274142,8.29394664858847,6,4300.089595070072,139.55541506007677,1204593.142065201
7971.931240944193,2.8152119841492995,3,6305.760814947802,145.33535985790024,2145651.796747582
7197.063192377717,8.727538395661279,3,6266.58838287684,100.21286613582983,1226925.180550443
8793.787283953425,1.1258039041193701,7,5245.1620755779,171.255752753128,2921977.1232666755
7260.903138402747,7.036859774607958,6,3353.295150739362,198.19149301297898,2320617.8347128583
6546.468826683773,5.406984766449103,6,9819.652505470742,193.4929660410153,2832485.1716709295
2749.3981426247396,0.9653447019544081,4,8826.53749333269,103.65272465883827,1121389.0966746742
4941.726424475468,2.41893828258839,8,5986.664226353898,185.04358878809128,2395157.527664803
4121.618941453804,0.1240403627731479,5,6825.963381472238,164.53923636940215,1953029.5532581164
3951.9171470326687,4.687679654645058,9,3818.0884284772983,134.46158765682938,1468558.8060858492
9784.084438019565,3.0126526076000038,7,6350.296563133975,144.8733193189675,2883182.196471546
5144.781797334083,5.983574842977588,5,7559.761064971806,181.95202099789498,2109683.174613216
9136.372441416906,2.972378077086172,5,6121.33622709271,137.6161927566048,2455363.0030267583
7049.109007978103,2.9991911150698467,7,9922.28136467953,124.78488429261523,2499069.7652412085
8358.490428333187,7.431931987316034,6,6890.733249981809,139.1896991631183,2258364.345411527
6021.096744841537,0.4814283597835345,7,4967.789700737352,149.4955764842059,2181345.7999488683
6615.2310770108725,9.028949951919872,5,8177.216220926705,102.68931845340185,1542687.2315161317
5940.141550550911,8.522638743911815,8,3363.7000926531364,188.1089276320389,2121238.7915189434
3561.943902384356,6.678046832264065,9,5076.126509650132,160.90243385955364,1696490.9506242145
7779.616922092043,5.932215701073843,9,4775.671603020686,155.99227008049866,2508625.5225837296
4246.178899526846,8.923024981396523,8,5454.456760862218,91.93954714167657,941216.2932449183
2194.5277314516306,1.8533017952871444,8,8254.23860742981,152.50087258071102,1819214.0579706435
7163.778367257342,0.7896916219082861,6,5873.38425730726,94.51527946861908,1837405.7403438324
3416.8854352563912,2.395101699095381,3,8352.115602127702,89.44372102344789,886011.7708694898
9523.668674823315,7.945782787001903,7,6611.911225118927,143.2773074770872,2619966.504901668
9631.4286160207,0.34670266726483323,9,4736.555477260443,128.3342640855794,2862131.6372730564
9318.915121763588,5.828068350834896,8,8479.82994946778,150.6572324187468,3020064.5482
4961.269602043555,9.954375161913099,7,3906.3173644247327,90.70666016686863,799363.5243056281
2123.6529322309393,8.556960938375394,9,3795.063838398364,131.71796754167102,877618.2812865102
9426.548500701803,5.214456890435894,8,6036.023392438687,100.97440580541895,2353257.6243826244
5425.473186538515,0.6364090928664234,9,4086.793967696711,198.452010310894,2630633.8353640903
9733.238552349358,8.313735143857098,6,2072.6962796097305,147.33802549222094,2095860.0143128522
9708.959816714023,5.989785081772105,3,7186.380218390412,162.49242331290407,2572219.6173961563
8824.07564373888,1.1493299705956683,3,6088.750571779185,119.05019368191293,2118118.124777782
4355.591136556685,0.938572848233562,8,5564.14251594529,91.3686697735213,1385038.9038066054
5080.781828815402,9.096268194365924,9,9735.748116946523,197.1045035340244,2685742.8663141727
8809.093372134856,6.692002629380784,6,6569.59347170331,114.35108424598198,2118603.5325890454
4535.3760412502215,8.292867993167555,4,8907.452622315075,130.8569822208289,1391266.2574712555
3355.9419734887397,8.789789002822673,7,3115.6018896412816,157.983670604309,1105381.252308867
6454.410099666801,5.717723520483222,7,6553.651705035421,82.96367572233335,1472722.5550005604
9489.238193286248,5.174463517550413,5,8943.837013847224,177.23109566207444,3137488.565796689
7568.238373399784,4.304274103209902,6,6664.846058239184,144.38938280343444,2295903.922320516
6560.48936071492,3.169465877911193,9,7744.113425016012,113.38606244825866,2257050.9097000174
2777.411950166148,4.345959608587117,5,4976.348542497659,87.39295823509632,504240.29119261354
6920.057813593358,7.738796557301564,8,2739.5961362965327,99.49980985693297,1359709.0949360197
9920.430800834107,6.019234310151315,9,5663.202361016572,187.40406306241243,3332805.5124845738
3120.672121892192,8.925232899548462,5,5155.83512671086,162.32290687230693,1130907.5050522513
6146.637218909894,4.433800143791878,3,8936.481459031578,109.98820659642678,1596578.3319868362
9018.984575423645,6.07089578718754,7,3951.9624188197777,87.87209179340354,1755622.11124248
7926.148942033636,6.313075530919887,9,9733.873820280864,162.87383748639635,3090818.3721705163
7576.125927962144,5.916971623063255,5,9665.104958435968,148.68892711613182,2471346.2550762305
7619.872671896874,7.026337730855163,3,3981.0531445715096,128.5423429349882,1482141.218866507
4875.929209758042,2.374334683748063,6,4784.415643818564,123.63337390280766,1437560.6227106606
4348.734754115947,5.123637775457906,5,9164.44592699108,106.017713111493,1393117.834183582
8474.88924382811,1.0422480280834767,8,9732.97776716886,160.3533507845021,3348475.826931498
8480.907157433445,3.8451132764481253,8,5547.512822688352,196.48016333526448,3118179.7212541904
8936.57854864083,4.876670686212644,8,4567.976365127182,101.0858295004191,2107755.7055844236
9305.92442045177,6.522242595454725,9,6208.752106012336,151.65399440186042,2876920.584311311
6090.739190887502,9.505310525862035,7,7502.1536509258785,130.90220668951713,1793737.806588884
6012.130357497597,6.0065106654835585,5,4187.796122999838,133.6026466093598,1452225.5376381325
8386.361431734202,7.435939161765598,6,7891.785396952582,110.49767361533773,2094563.3776943255
7199.711446222122,5.062660594952027,5,2413.2588569171285,179.0161850793703,2008885.6849658433
7615.735018061627,6.341040313763314,7,2394.3559421153313,138.23067249766893,1846270.1553653902
8366.341355488808,0.7093221613377343,3,5090.301641164362,145.20870226379168,2205835.5202696742
9120.04273454053,2.54391580841847,7,4827.785536485764,116.57130953567909,2349063.828974099
4703.961254812286,3.618530932051387,8,4525.065722937218,101.81701588003398,1342671.000557301
5004.663621119553,4.724933550065136,9,5928.1581013512805,90.30924658433845,1456628.9852011143
2751.855518726952,0.45648745502383736,3,4565.86865849257,165.69429691098992,1229463.508678061
6626.2411279693915,1.4002409755331768,9,3538.0633477447354,103.54811380254267,1835484.2850479018
2287.5381903739367,2.7681430779130576,8,4475.756392708807,162.80904250265573,1494793.2940931413
5724.784145059681,9.715326909010507,4,9799.23418248188,126.84517352563446,1591677.46144035
6341.157077660613,3.3134700710305074,7,5288.907335958789,129.89297611875818,1922874.4915152579
4292.3300170262755,4.820410581120825,7,5557.702214866686,136.3012995311326,1528486.941519137
6726.666084552086,1.9609771273839294,6,6612.35991960912,124.12502097530518,2081638.9057026207
2244.0019995123953,6.107800710757683,5,9866.726147313813,92.0743972667108,809219.7276640753
2298.785509993715,2.806832155159743,3,3932.810211486104,117.15581720034149,481560.39157169685
8580.804485277265,2.0699257843842678,9,7450.25688425947,159.6481232832726,3180056.9359871345
4881.525131290104,5.16572628445979,3,7727.877548333793,159.89412817626453,1691575.4155930425
3016.484101215078,0.05505799160420821,6,6858.595334344527,114.34691686879933,1341173.8848865675
6177.946080438435,0.07664032649225327,6,2708.6267170931524,135.21231518692255,1756240.4180681123
8159.948424788887,2.1906880910185778,9,7414.978206620612,103.2136673614325,2486079.773964988
3726.5682199747453,0.3672136250082114,5,2512.7576882894036,105.24464978358029,797046.4903916479
6983.123806552002,1.0802575413069138,9,6769.141196399176,82.7656506087929,2050264.3452784466
2682.7797199501438,3.388606493387516,9,7916.649417773941,187.60958598892935,2223252.321918305
2413.4537693488614,8.025856795798129,8,3687.7591249596035,105.28479980898874,591016.7935732347
6250.837052545184,5.720486433693008,5,8732.976060342193,107.30406523237559,1702996.5383426752
6325.080972880852,5.126677259564164,7,2242.830444264034,113.55217191741582,1394660.0162978764
7099.439211985652,2.9348882320812164,8,8750.502909266448,95.28896860345148,2237155.970888038
7808.730669781293,9.317537194328164,4,5682.632405142121,156.71154598176355,1934506.0936346245
9806.816635700277,3.9701504123719165,5,3740.703519453156,89.01715438131039,1820126.1939212033
6130.402786409562,0.8709276679577149,6,3070.225159951744,96.10429115916203,1332941.2052090536
4583.651783529967,6.170665161178013,8,9626.45734065898,157.37080719081115,2251579.007044293
8361.48955814963,1.138383934766014,5,2581.324700649254,120.75927445777313,1907847.5135352588
4166.658010096594,3.452231428016921,3,3592.7473594874054,164.9537392041427,1265822.0528032626
5511.771365645089,5.074119387178088,9,4782.5787794643675,146.89096936041705,1960130.9347094223
2627.6510507381277,8.742225246851758,4,6961.878791688964,110.72254076738156,601882.9797249828
2202.80594732366,4.935465803401186,7,6358.4086822087875,158.09935405871937,1425403.3037744956
9701.1873174234,7.022587660316643,9,3005.147939298512,93.95284163514567,2005363.6061443686
8687.840964097646,9.928168389990704,3,4317.8238699057165,144.36924596960364,1719281.882761546
7567.793648749584,1.3148911989798162,3,3910.0141686881925,132.45777260540416,1770161.7029658286
5271.62355531416,2.747315255195195,4,3708.342835922731,112.1448299380929,1108144.9217461403
3386.354560566766,3.945760755976464,7,5289.154691839896,152.48059972874,1521842.7769996393
3251.4963413686883,4.218281785388314,6,7632.251620733256,184.5600310808339,1963449.7102394402
4001.9431853167625,4.110210752655457,8,3739.6234577378873,199.8685639715692,2061475.3887305297
6393.813317648964,9.07611002556555,7,4933.431037623852,152.93153224921093,1825337.7960655112
